vehicle_count,avg_speed,traffic_density,weather,target
277,117.1,0.75,2,0
284,117.0,0.4,2,1
281,117.0,0.75,2,1
244,116.9,0.75,2,1
211,116.6,0.01,1,1
195,116.4,0.4,2,0
199,115.9,0.2,2,0
186,115.7,0.75,2,0
144,115.4,0.9,2,0
48,115.2,0.4,2,0
33,115.1,0.4,2,0
20,115.1,0.4,2,0
27,114.9,0.75,3,0
61,114.7,0.01,1,0
193,114.7,0.2,2,0
347,114.6,0.4,2,0
403,114.7,0.4,2,1
354,115.1,0.2,2,1
306,115.6,0.4,2,1
241,116.0,0.75,2,0
315,116.5,0.75,2,0
310,116.7,0.75,2,0
300,117.0,0.75,2,0
317,117.2,0.75,2,0
341,117.3,0.75,2,0
408,117.3,0.75,2,1
375,117.1,0.75,2,1
275,117.0,0.75,2,1
198,116.8,0.4,3,1
171,116.4,0.75,2,0
164,116.2,0.4,2,0
130,115.8,0.4,2,0
81,115.7,0.75,2,0
46,115.6,0.2,2,0
36,115.6,0.9,2,0
29,115.5,0.9,2,0
32,115.4,0.01,1,0
69,115.3,0.9,2,0
207,115.2,0.75,2,0
367,115.2,0.9,2,0
445,115.3,0.9,2,1
375,115.6,0.75,2,1
313,116.0,0.4,2,1
292,116.3,0.2,2,0
302,116.9,0.2,2,0
306,117.0,0.4,2,0
316,117.4,0.4,2,0
338,117.6,0.4,2,0
361,117.8,0.4,2,0
420,117.6,0.4,2,1
393,117.8,0.4,2,1
281,117.8,0.4,2,1
217,117.6,0.4,2,1
185,117.0,0.2,2,0
173,116.5,0.01,1,0
158,116.1,0.2,2,0
84,116.0,0.4,2,0
45,115.8,0.2,2,0
30,115.6,0.01,1,0
46,115.4,0.75,2,0
30,115.2,0.2,3,0
61,114.9,0.2,2,0
197,114.8,0.01,2,0
357,114.7,0.2,2,0
405,114.9,0.75,2,1
395,115.5,0.01,2,1
305,116.3,0.2,2,1
283,116.7,0.2,2,0
283,117.4,0.0,1,0
288,117.7,0.24,2,0
287,118.0,0.24,2,0
301,118.1,0.24,2,0
369,118.1,0.0,1,0
416,118.1,0.0,1,1
400,118.0,0.0,1,1
316,117.9,0.0,1,1
206,117.4,0.0,1,1
177,117.0,0.0,1,0
162,116.5,0.0,1,0
111,116.2,0.0,1,0
88,116.1,0.0,1,0
53,116.1,0.32,2,0
35,116.0,0.32,2,0
34,115.9,0.32,2,0
32,115.9,0.0,1,0
64,115.9,0.0,1,0
190,116.0,0.0,1,0
337,115.8,0.32,2,0
393,115.1,0.32,3,1
321,114.8,0.32,3,1
325,114.8,0.76,3,1
293,115.0,0.76,3,0
310,115.4,0.92,3,0
334,115.6,0.56,3,0
332,116.3,0.56,3,0
352,116.9,0.56,3,0
389,117.0,0.32,3,0
416,117.1,0.32,3,1
365,116.9,0.32,3,1
291,116.6,0.0,1,1
212,116.0,0.0,1,1
213,115.5,0.0,1,0
209,114.6,0.0,1,0
163,114.3,0.0,1,0
98,114.2,0.0,1,0
70,114.2,0.0,1,0
40,114.1,0.0,1,0
40,114.0,0.0,1,0
40,113.8,0.0,1,0
64,113.7,0.0,1,0
189,113.4,0.0,1,0
340,113.3,0.0,1,0
393,113.3,0.0,1,1
348,113.9,0.0,1,1
310,114.3,0.0,1,1
321,114.7,0.0,1,0
322,115.3,0.0,1,0
344,115.6,0.0,1,0
328,115.8,0.0,1,0
349,115.7,0.0,1,0
370,116.0,0.08,1,0
384,116.1,0.08,1,1
340,115.9,0.08,1,1
306,115.8,0.0,1,1
241,115.6,0.0,1,1
189,115.0,0.0,1,0
207,114.2,0.0,1,0
225,113.9,0.0,1,0
171,113.5,0.0,1,0
123,113.4,0.0,1,0
81,113.2,0.0,1,0
62,113.0,0.0,1,0
44,113.1,0.0,1,0
47,112.9,0.0,1,0
77,112.6,0.0,1,0
129,112.6,0.0,1,0
165,112.9,0.0,1,1
216,113.7,0.0,1,1
287,114.4,0.0,1,1
324,114.9,0.0,1,0
331,115.6,0.0,1,0
330,115.9,0.0,1,0
316,116.2,0.0,1,0
328,116.4,0.0,1,0
333,116.7,0.0,1,0
308,116.6,0.0,1,1
298,116.4,0.0,1,1
287,116.4,0.0,1,1
238,116.1,0.0,1,1
243,115.3,0.0,1,0
221,114.5,0.0,1,0
211,113.9,0.0,1,0
163,113.7,0.0,1,0
129,113.5,0.0,1,0
70,113.4,0.0,1,0
56,113.2,0.0,1,0
39,113.1,0.12,2,0
37,113.0,0.12,2,0
49,112.9,0.12,2,0
71,112.8,0.24,2,0
101,113.1,0.24,2,1
139,113.5,0.24,2,1
199,114.6,0.08,1,1
259,115.3,0.08,1,0
287,116.1,0.92,2,0
342,116.4,0.36,2,0
330,116.6,0.36,2,0
322,116.9,0.36,2,0
321,117.2,0.56,2,0
315,117.2,0.56,2,1
315,117.0,0.56,2,1
299,116.7,0.0,1,1
264,116.4,0.0,1,1
230,115.5,0.0,1,0
191,114.9,0.0,1,0
180,114.5,0.0,1,0
117,114.3,0.0,1,0
58,114.1,0.0,1,0
45,114.1,0.0,1,0
30,114.0,0.0,1,0
31,113.8,0.0,1,0
66,113.5,0.0,1,0
193,113.4,0.0,1,0
354,113.4,0.0,1,0
394,113.7,0.0,1,1
369,114.5,0.12,2,1
301,115.1,0.12,2,1
279,115.6,0.12,2,0
293,116.0,0.2,2,0
307,116.4,0.08,1,0
326,116.6,0.08,1,0
326,116.7,0.08,1,0
351,117.0,0.08,1,0
400,116.9,0.08,1,1
373,116.8,0.08,1,1
281,116.6,0.0,1,1
202,116.3,0.0,1,1
175,115.7,0.0,1,0
151,115.2,0.24,2,0
108,114.9,0.24,2,0
74,114.8,0.24,2,0
45,114.8,0.64,2,0
38,114.8,0.64,2,0
30,114.7,0.64,2,0
33,114.5,0.64,3,0
68,114.5,0.64,3,0
206,114.4,0.64,2,0
371,115.3,0.64,2,0
422,115.3,0.64,2,1
326,115.3,0.64,2,1
298,116.4,0.68,2,1
282,116.4,0.68,2,0
291,116.4,0.68,2,0
308,117.6,0.2,2,0
303,117.6,0.2,2,0
311,117.6,0.2,2,0
322,118.3,0.08,1,0
417,118.3,0.08,1,1
386,118.3,0.08,1,1
289,118.2,0.0,1,1
208,118.2,0.0,1,1
181,118.2,0.0,1,0
190,116.7,0.0,1,0
191,116.7,0.0,1,0
181,116.7,0.0,1,0
56,115.9,0.0,1,0
37,115.8,0.0,1,0
30,115.7,0.0,1,0
33,115.7,0.36,2,0
72,115.6,0.36,2,0
199,116.0,0.36,2,0
358,115.3,0.0,1,0
426,115.3,0.0,1,1
391,115.4,0.0,1,1
292,115.7,0.0,1,1
283,116.3,0.0,1,0
285,117.0,0.0,1,0
294,117.3,0.0,1,0
291,118.0,0.0,1,0
305,118.2,0.0,1,0
318,118.2,0.0,1,0
413,118.2,0.0,1,1
414,117.6,0.0,1,1
313,117.2,0.12,2,1
233,116.4,0.12,2,1
172,115.4,0.12,3,0
131,114.4,0.8,3,0
123,114.4,0.8,3,0
75,114.5,0.8,3,0
56,114.4,0.36,3,0
37,114.3,0.36,3,0
30,114.4,0.36,3,0
33,114.4,0.08,3,0
65,114.4,0.08,3,0
188,114.4,0.08,3,0
340,114.4,0.32,3,0
403,114.4,0.32,3,1
382,114.5,0.32,3,1
329,114.8,0.76,3,1
300,115.0,0.76,3,0
323,115.6,0.44,2,0
317,115.8,0.44,2,0
319,116.5,0.44,2,0
354,116.5,0.76,2,0
368,116.9,0.76,2,0
415,116.7,0.76,2,1
388,116.7,0.88,3,1
292,116.5,0.88,3,1
230,116.3,0.88,3,1
196,115.9,0.88,3,0
210,115.6,0.88,3,0
187,115.4,0.88,3,0
93,115.2,0.88,3,0
60,115.2,0.92,3,0
38,115.1,0.92,3,0
30,115.1,0.76,3,0
38,114.9,0.76,3,0
73,114.8,0.76,3,0
197,114.7,0.92,2,0
359,114.6,0.92,2,0
414,114.6,0.92,2,1
370,114.9,0.88,2,1
309,115.2,0.88,2,1
290,115.4,0.88,2,0
302,115.3,0.12,2,0
310,115.5,0.12,2,0
314,116.0,0.12,2,0
328,116.2,0.48,2,0
374,115.9,0.48,2,0
393,115.4,0.48,3,1
335,115.0,0.68,3,1
271,114.8,0.68,3,1
209,114.7,0.68,3,1
180,114.6,0.68,3,0
179,114.5,0.0,3,0
168,114.4,0.0,3,0
120,114.3,0.0,3,0
118,114.2,0.0,1,0
80,114.1,0.0,3,0
48,114.2,0.0,1,0
28,113.9,0.0,3,0
20,113.6,0.0,1,0
35,113.4,0.0,1,0
59,113.4,0.0,3,0
77,113.4,0.0,1,1
120,113.8,0.0,1,1
185,114.1,0.0,1,1
246,115.0,0.0,1,0
275,115.7,0.08,1,0
277,115.9,0.08,1,0
277,116.5,0.08,1,0
289,116.4,0.12,2,0
288,116.6,0.12,2,0
290,116.4,0.12,2,1
275,116.4,0.08,1,1
271,116.1,0.08,1,1
260,115.7,0.08,1,1
251,115.0,0.08,1,0
224,114.5,0.12,2,0
226,114.4,0.12,2,0
154,114.2,0.12,2,0
118,113.9,0.24,2,0
80,113.8,0.24,2,0
48,113.6,0.32,2,0
28,113.6,0.32,2,0
20,113.4,0.32,2,0
32,113.2,0.36,2,0
54,113.1,0.36,2,0
70,113.3,0.36,2,1
109,113.6,0.0,1,1
168,114.6,0.0,1,1
209,115.0,0.0,1,0
263,116.0,0.0,1,0
288,116.2,0.0,1,0
266,116.6,0.0,1,0
291,116.7,0.0,1,0
290,116.9,0.0,1,0
294,116.8,0.0,1,1
267,116.5,0.0,1,1
260,116.3,0.0,1,1
241,115.9,0.0,1,1
225,115.1,0.0,1,0
179,114.5,0.0,1,0
139,114.0,0.0,1,0
90,114.0,0.0,1,0
42,113.8,0.0,1,0
27,113.6,0.0,1,0
19,113.6,0.0,1,0
22,113.5,0.0,1,0
59,113.4,0.0,1,0
188,113.3,0.0,1,0
345,113.6,0.0,1,0
404,113.3,0.0,1,1
363,114.0,0.0,1,1
297,114.7,0.0,1,1
289,115.6,0.0,1,0
298,116.0,0.0,1,0
310,116.4,0.0,1,0
330,116.8,0.0,1,0
325,116.8,0.08,1,0
344,116.8,0.08,1,0
411,116.5,0.08,1,1
372,116.3,0.24,2,1
268,116.3,0.24,2,1
199,115.9,0.24,2,1
179,115.4,0.24,2,0
146,114.9,0.0,1,0
106,114.8,0.0,1,0
67,114.6,0.0,1,0
44,114.4,0.0,1,0
28,114.3,0.0,1,0
19,114.4,0.12,2,0
24,114.4,0.12,2,0
57,114.1,0.12,2,0
200,114.2,0.32,2,0
363,114.1,0.32,2,0
410,114.2,0.32,2,1
369,114.7,0.48,2,1
327,115.5,0.48,2,1
306,116.0,0.48,2,0
313,116.8,0.0,1,0
319,117.1,0.0,1,0
310,117.0,0.0,1,0
332,116.9,0.0,1,0
361,116.9,0.0,1,0
402,116.4,0.0,3,1
337,116.0,0.0,3,1
267,115.5,0.0,3,1
186,114.8,0.0,3,1
168,114.3,0.0,1,0
150,114.2,0.0,1,0
118,114.0,0.0,1,0
75,113.8,0.0,1,0
51,113.8,0.0,1,0
36,113.6,0.0,1,0
27,113.6,0.0,1,0
27,113.7,0.0,3,0
64,113.4,0.0,1,0
195,113.4,0.0,1,0
372,113.2,0.0,1,0
389,113.1,0.0,1,1
402,114.0,0.0,1,1
321,114.6,0.0,1,1
285,115.1,0.0,3,0
308,116.0,0.0,1,0
325,116.8,0.0,1,0
315,117.1,0.0,1,0
352,117.4,0.0,1,0
358,117.7,0.0,1,0
419,117.6,0.0,1,1
370,117.2,0.08,1,1
280,117.1,0.08,1,1
212,116.6,0.08,1,1
197,116.0,0.08,1,0
171,115.4,0.0,1,0
116,114.9,0.0,1,0
79,114.6,0.0,1,0
43,114.4,0.0,1,0
27,114.3,0.0,1,0
22,114.2,0.0,1,0
27,114.1,0.2,3,0
59,114.0,0.2,2,0
191,114.0,0.0,1,0
355,113.9,0.0,1,0
406,114.1,0.0,3,1
370,114.8,0.0,1,1
319,115.5,0.0,1,1
303,116.2,0.0,1,0
325,116.6,0.0,1,0
327,116.5,0.0,1,0
285,116.3,0.0,3,0
325,116.1,0.08,1,0
367,116.2,0.08,1,0
414,115.8,0.08,3,1
398,115.5,0.12,3,1
311,115.5,0.12,3,1
212,115.4,0.12,2,1
183,115.1,0.12,2,0
165,115.0,0.24,3,0
129,114.8,0.24,3,0
80,114.8,0.24,3,0
63,114.8,0.32,3,0
42,114.8,0.32,3,0
38,114.8,0.32,3,0
36,114.2,0.56,3,0
59,114.2,0.56,3,0
173,114.2,0.56,3,0
326,114.1,0.76,3,0
398,114.1,0.76,3,1
342,114.2,0.76,3,1
318,114.3,0.92,2,1
301,114.5,0.92,2,0
335,114.8,0.76,3,0
366,115.2,0.8,2,0
338,115.5,0.8,2,0
367,115.9,0.8,2,0
387,115.6,0.8,2,0
421,115.5,0.8,2,1
361,115.3,0.8,2,1
279,114.9,0.92,3,1
224,114.4,0.92,3,1
210,114.1,0.92,3,0
187,113.9,0.92,3,0
165,113.7,0.92,3,0
130,113.7,0.92,3,0
82,113.7,1.0,3,0
53,113.7,1.0,3,0
40,113.6,1.0,3,0
27,113.6,0.92,3,0
30,113.6,0.92,3,0
51,113.5,0.92,3,0
83,113.4,0.92,3,0
125,113.3,0.92,3,1
160,113.0,0.92,3,1
206,112.9,0.92,3,1
226,113.0,0.92,3,0
270,113.4,0.75,3,0
286,113.6,0.4,3,0
285,113.7,0.9,3,0
302,113.8,0.75,3,0
329,113.7,0.76,3,0
308,113.8,0.75,3,1
288,114.1,0.75,3,1
248,113.9,0.75,3,1
218,113.7,0.75,3,1
202,113.3,0.4,2,0
207,113.1,0.01,1,0
179,113.0,0.01,1,0
161,112.9,0.2,2,0
105,112.8,0.01,1,0
79,112.9,0.9,2,0
47,112.9,0.9,2,0
34,112.7,0.01,1,0
30,112.4,0.01,1,0
42,112.3,0.01,1,0
63,112.2,0.01,1,0
86,112.1,0.01,3,1
121,112.7,0.01,1,1
181,113.2,0.01,1,1
219,113.8,0.01,1,0
251,114.4,0.01,1,0
275,114.7,0.4,2,0
276,114.9,0.4,2,0
291,115.0,0.4,2,0
288,115.1,0.4,2,0
291,115.3,0.4,2,1
293,115.3,0.4,2,1
279,115.2,0.01,1,1
222,115.0,0.2,2,1
203,114.1,0.01,1,0
185,113.3,0.01,1,0
131,113.1,0.01,1,0
79,113.0,0.01,1,0
46,113.0,0.01,1,0
37,113.1,0.01,1,0
27,112.9,0.01,1,0
36,112.9,0.01,1,0
65,112.8,0.01,1,0
193,112.7,0.01,1,0
371,112.7,0.01,1,0
426,113.0,0.4,2,1
371,113.7,0.75,2,1
297,114.3,0.01,1,1
283,115.0,0.01,1,0
292,115.7,0.01,1,0
310,116.2,0.01,1,0
309,116.6,0.01,1,0
344,116.8,0.01,1,0
348,117.0,0.01,1,0
403,117.0,0.01,1,1
376,117.0,0.01,1,1
268,116.8,0.01,1,1
200,116.5,0.01,1,1
192,116.0,0.01,1,0
178,115.6,0.01,1,0
126,115.3,0.01,1,0
72,115.3,0.01,1,0
45,115.1,0.01,1,0
30,114.9,0.01,1,0
22,114.8,0.01,2,0
28,114.7,0.01,3,0
63,114.5,0.01,1,0
185,114.4,0.01,1,0
340,114.2,0.01,1,0
394,114.2,0.01,1,1
388,114.6,0.01,1,1
299,115.2,0.01,1,1
292,115.7,0.01,1,0
299,116.2,0.01,1,0
336,116.6,0.01,1,0
312,116.9,0.01,1,0
351,117.0,0.01,1,0
389,117.0,0.01,1,0
436,117.0,0.4,2,1
402,116.6,0.4,2,1
291,116.4,0.01,1,1
233,116.0,0.9,3,1
183,115.4,0.75,3,0
158,115.0,0.01,3,0
104,114.8,0.4,3,0
60,114.5,0.75,3,0
38,114.5,0.75,3,0
23,114.4,0.9,3,0
17,114.3,0.9,3,0
23,114.3,0.9,2,0
64,114.4,0.75,2,0
196,114.5,0.9,2,0
371,114.5,0.9,2,0
417,114.4,0.9,2,1
394,114.6,0.75,2,1
335,114.8,0.9,2,1
306,115.1,0.9,2,0
316,115.6,0.01,1,0
332,116.1,0.75,2,0
321,116.6,0.01,1,0
351,116.6,0.75,2,0
383,116.6,0.01,1,0
462,116.3,0.01,1,1
300,115.6,0.01,1,1
230,115.2,0.9,2,1
208,114.8,0.01,1,0
180,114.4,0.01,1,0
128,114.2,0.9,2,0
80,113.9,0.01,1,0
45,113.8,0.01,1,0
30,113.6,0.01,1,0
22,113.3,0.01,1,0
28,113.3,0.01,1,0
63,113.1,0.01,1,0
201,113.0,0.01,1,0
371,113.0,0.01,2,0
430,113.1,0.01,1,1
398,113.5,0.01,1,1
365,114.0,0.01,1,1
336,114.5,0.01,1,0
351,114.8,0.01,1,0
334,114.9,0.01,1,0
330,115.0,0.01,1,0
354,115.1,0.4,2,0
373,115.2,0.75,2,0
407,115.2,0.75,2,1
386,115.1,0.75,2,1
294,114.9,0.01,1,1
218,114.6,0.75,2,1
208,113.9,0.4,2,0
192,113.6,0.2,2,0
132,113.3,0.01,1,0
86,113.0,0.01,1,0
51,112.9,0.01,1,0
31,112.7,0.01,1,0
22,112.5,0.01,1,0
25,112.3,0.01,1,0
60,112.2,0.01,2,0
186,112.0,0.01,2,0
318,111.9,0.01,2,0
385,112.0,0.4,2,1
394,112.7,0.01,2,1
344,113.3,0.01,1,1
325,114.0,0.75,2,0
357,114.6,0.01,1,0
364,114.9,0.01,1,0
350,115.0,0.01,1,0
352,115.2,0.01,1,0
380,115.3,0.4,2,0
404,115.2,0.01,1,1
349,115.0,0.01,1,1
296,114.9,0.01,1,1
232,114.6,0.75,2,1
201,114.0,0.01,1,0
179,113.6,0.01,1,0
156,113.4,0.01,1,0
119,113.5,0.01,1,0
92,113.5,0.01,1,0
61,113.4,0.01,1,0
43,113.4,0.01,2,0
28,113.4,0.01,3,0
28,113.4,0.01,1,0
51,113.3,0.4,3,0
84,113.3,0.9,3,0
118,113.4,0.9,3,1
210,113.4,0.9,3,1
254,113.6,0.9,3,1
275,113.7,0.75,3,0
293,113.8,0.9,3,0
292,113.9,0.9,2,0
294,114.0,0.9,2,0
290,114.0,0.9,3,0
305,114.0,0.9,2,0
297,114.1,0.9,2,1
273,114.2,0.9,2,1
233,114.2,0.9,2,1
199,114.2,0.9,2,1
189,114.0,0.4,2,0
175,113.6,0.9,2,0
159,113.4,0.01,2,0
128,113.2,0.01,2,0
104,113.1,0.9,2,0
72,113.1,0.01,2,0
45,113.2,0.2,3,0
30,113.2,0.9,2,0
26,113.2,0.9,2,0
40,113.1,0.9,2,0
63,113.2,0.9,3,0
84,113.2,0.9,2,1
179,113.3,0.4,2,1
237,113.7,0.75,2,1
265,114.1,0.75,2,0
291,115.0,0.2,2,0
283,115.6,0.75,2,0
286,116.1,0.75,2,0
300,116.7,0.75,2,0
288,116.9,0.75,2,0
283,117.1,0.4,2,1
261,117.1,0.4,2,1
232,116.9,0.01,1,1
208,116.6,0.2,2,1
204,115.9,0.01,1,0
159,115.6,0.01,1,0
114,115.3,0.01,1,0
73,115.3,0.01,1,0
43,115.2,0.01,1,0
26,115.1,0.01,1,0
20,115.1,0.01,1,0
22,115.0,0.01,1,0
60,114.9,0.01,2,0
195,114.8,0.01,2,0
360,114.7,0.01,2,0
406,114.5,0.4,2,1
323,115.0,0.75,2,1
292,115.3,0.9,2,1
277,115.7,0.75,2,0
286,116.4,0.01,1,0
294,116.7,0.01,1,0
280,117.0,0.01,1,0
287,117.2,0.01,1,0
341,117.4,0.01,1,0
415,117.5,0.01,1,1
383,117.5,0.4,2,1
269,117.2,0.01,2,1
198,116.9,0.01,2,1
169,116.3,0.01,2,0
147,115.9,0.01,3,0
116,115.5,0.75,3,0
69,115.1,0.9,2,0
37,114.7,0.75,3,0
24,114.5,0.9,3,0
15,114.5,0.75,3,0
24,114.4,0.01,3,0
61,114.2,0.01,3,0
197,114.2,0.01,1,0
355,114.1,0.4,2,0
394,114.1,0.4,2,1
399,114.4,0.75,2,1
364,114.6,0.9,2,1
329,114.8,0.01,1,0
320,115.3,0.01,1,0
333,115.5,0.75,2,0
331,115.7,0.01,1,0
342,116.0,0.01,1,0
383,116.1,0.75,2,0
429,116.3,0.01,1,1
393,116.3,0.01,1,1
290,116.2,0.2,2,1
201,115.6,0.2,2,1
185,114.7,0.01,1,0
161,114.1,0.01,1,0
119,113.6,0.01,1,0
73,113.3,0.01,1,0
39,113.1,0.01,1,0
24,112.9,0.01,2,0
19,112.8,0.01,2,0
22,112.5,0.01,2,0
60,112.3,0.01,2,0
195,112.1,0.01,2,0
365,112.1,0.01,2,0
420,112.1,0.4,2,1
399,112.8,0.01,2,1
300,113.7,0.01,1,1
284,114.6,0.01,1,0
281,115.2,0.01,1,0
287,115.5,0.2,2,0
285,115.7,0.01,1,0
300,116.0,0.01,1,0
331,116.1,0.01,1,0
424,116.2,0.01,1,1
338,116.2,0.2,2,1
246,116.0,0.4,2,1
177,115.4,0.4,2,1
164,114.4,0.01,1,0
156,113.8,0.01,1,0
76,113.2,0.01,1,0
1,113.1,0.01,1,0
1,112.9,0.01,1,0
0,112.6,0.01,1,0
0,112.5,0.01,1,0
14,112.4,0.01,1,0
53,112.3,0.01,1,0
194,112.1,0.01,2,0
356,112.1,0.01,2,0
417,112.0,0.01,2,1
374,112.9,0.01,1,1
340,113.8,0.01,1,1
323,114.4,0.01,2,0
327,114.8,0.01,2,0
344,115.2,0.2,2,0
416,115.7,0.4,2,1
392,115.6,0.01,1,1
339,115.3,0.4,2,1
223,115.0,0.4,2,1
194,114.2,0.75,2,0
174,113.8,0.01,1,0
141,113.4,0.01,1,0
87,113.1,0.01,1,0
49,112.9,0.01,1,0
30,112.7,0.01,1,0
23,112.6,0.01,1,0
26,112.3,0.01,1,0
53,112.3,0.01,1,0
175,112.1,0.01,2,0
345,112.0,0.01,2,0
392,112.2,0.01,1,1
353,112.7,0.01,1,1
325,113.4,0.2,2,1
325,114.2,0.01,1,0
341,114.7,0.4,2,0
358,115.0,0.4,2,0
345,115.2,0.75,2,0
353,115.5,0.75,2,0
364,115.5,0.75,2,0
372,115.6,0.4,2,1
324,115.6,0.01,1,1
282,115.3,0.01,1,1
228,114.9,0.75,2,1
200,114.1,0.01,2,0
188,113.7,0.01,1,0
172,113.4,0.01,1,0
132,113.1,0.01,1,0
86,113.0,0.01,1,0
61,113.0,0.01,1,0
50,113.0,0.01,1,0
28,112.9,0.01,1,0
25,112.8,0.01,3,0
46,112.8,0.01,1,0
95,112.8,0.01,1,0
157,112.9,0.01,1,1
214,113.3,0.01,1,1
255,113.5,0.01,1,1
281,114.0,0.4,2,0
291,114.7,0.01,1,0
296,115.1,0.01,1,0
292,115.3,0.01,1,0
283,115.5,0.01,1,0
285,115.6,0.01,1,0
273,115.6,0.01,1,1
242,115.6,0.01,1,1
223,115.5,0.01,1,1
188,115.2,0.01,1,1
181,114.6,0.01,1,0
184,114.2,0.01,1,0
163,113.9,0.01,1,0
122,113.8,0.01,1,0
101,113.6,0.01,1,0
47,113.5,0.01,1,0
42,113.4,0.01,1,0
28,113.2,0.01,1,0
25,113.2,0.01,1,0
46,113.1,0.01,1,0
93,113.1,0.9,2,0
153,113.2,0.01,1,1
209,113.6,0.01,1,1
248,114.3,0.75,2,1
273,114.9,0.01,1,0
277,115.2,0.75,3,0
294,115.6,0.9,2,0
276,115.7,0.9,2,0
266,116.1,0.9,2,0
272,116.1,0.4,2,0
263,115.9,0.75,2,1
238,115.9,0.9,2,1
219,115.8,0.4,2,1
198,115.6,0.9,2,1
190,115.3,0.75,2,0
163,115.1,0.01,1,0
143,115.0,0.9,2,0
101,114.7,0.01,3,0
73,114.5,0.9,3,0
37,114.2,0.4,3,0
25,114.3,0.01,3,0
17,114.5,0.01,2,0
19,114.2,0.9,3,0
44,114.1,0.9,3,0
72,114.1,0.4,3,0
91,114.1,0.9,2,1
120,114.3,0.01,1,1
163,114.9,0.75,2,1
203,115.3,0.75,2,0
248,115.7,0.4,2,0
272,115.9,0.9,2,0
261,115.8,0.9,2,0
284,116.0,0.9,2,0
271,116.1,0.75,2,0
254,116.0,0.9,2,1
242,115.9,0.9,2,1
217,115.8,0.9,2,1
189,115.6,0.9,3,1
158,115.4,0.9,2,0
128,115.4,0.01,2,0
95,115.5,0.01,2,0
63,115.6,0.01,3,0
32,115.9,0.01,3,0
19,116.1,0.01,2,0
17,116.0,0.01,3,0
21,115.9,0.01,3,0
54,115.6,0.75,3,0
179,115.5,0.4,3,0
327,115.3,0.9,3,0
386,114.8,0.75,3,1
362,114.8,0.75,3,1
327,114.8,0.9,3,1
276,114.9,0.9,3,0
298,115.0,0.75,3,0
295,115.2,0.75,2,0
295,115.4,0.75,2,0
328,115.8,0.4,2,0
353,116.0,0.4,2,0
417,116.2,0.01,1,1
326,116.2,0.75,3,1
278,115.9,0.75,3,1
180,115.6,0.9,3,1
153,115.4,0.9,3,0
138,115.2,0.01,3,0
97,115.1,0.01,3,0
58,115.0,0.01,1,0
29,114.8,0.01,2,0
20,114.9,0.4,2,0
16,114.7,0.75,2,0
22,114.6,0.9,2,0
58,114.6,0.9,2,0
197,114.6,0.9,2,0
380,114.6,0.9,3,0
405,114.6,0.9,3,1
394,114.5,0.9,3,1
338,114.5,0.9,3,1
279,114.6,0.9,3,0
297,114.7,0.9,2,0
305,114.7,0.9,3,0
302,114.9,0.9,3,0
331,115.1,0.9,2,0
356,115.4,0.4,2,0
429,115.5,0.4,2,1
311,115.6,0.9,2,1
265,115.7,0.75,2,1
174,115.6,0.75,2,1
160,115.3,0.75,2,0
141,115.0,0.75,2,0
62,114.9,0.01,2,0
0,114.8,0.01,1,0
0,114.8,0.01,1,0
0,114.8,0.01,2,0
0,114.8,0.01,1,0
0,114.8,0.75,2,0
47,114.5,0.4,2,0
195,114.0,0.01,1,0
384,113.6,0.01,1,0
407,113.3,0.01,1,1
378,113.2,0.01,1,1
341,113.5,0.4,2,1
290,114.1,0.01,1,0
306,114.6,0.01,1,0
314,114.8,0.01,1,0
303,115.3,0.01,1,0
338,115.7,0.01,1,0
367,115.7,0.01,1,0
424,115.9,0.01,1,1
374,115.9,0.01,1,1
291,115.6,0.01,1,1
229,115.1,0.01,1,1
207,114.5,0.75,3,0
174,114.3,0.75,3,0
144,113.9,0.4,2,0
182,113.7,0.01,3,0
51,113.5,0.4,3,0
28,113.4,0.01,3,0
19,113.4,0.75,2,0
24,113.5,0.9,2,0
58,113.5,0.01,3,0
190,113.5,0.01,3,0
372,113.5,0.9,3,0
408,113.4,0.01,3,1
414,113.5,0.01,3,1
280,113.9,0.4,2,1
323,114.1,0.4,2,0
324,114.2,0.4,3,0
338,114.8,0.01,1,0
314,115.2,0.01,1,0
344,115.4,0.4,2,0
379,115.5,0.4,2,0
423,115.4,0.4,2,1
388,115.2,0.4,2,1
329,115.1,0.01,2,1
246,114.7,0.75,2,1
197,114.3,0.56,3,0
196,113.8,0.01,1,0
184,113.7,0.4,2,0
119,113.5,0.75,2,0
94,113.5,0.75,3,0
68,113.4,0.4,3,0
51,113.3,0.01,3,0
40,113.0,0.01,1,0
49,112.8,0.01,1,0
75,112.7,0.01,1,0
128,112.7,0.01,1,0
196,112.5,0.01,1,1
257,112.7,0.4,2,1
307,113.2,0.01,1,1
327,113.8,0.01,1,0
314,114.0,0.01,1,0
339,114.4,0.01,1,0
322,114.7,0.4,2,0
316,114.9,0.4,2,0
308,114.9,0.4,2,0
321,114.9,0.75,3,1
308,114.9,0.01,1,1
280,114.7,0.01,1,1
241,114.0,0.01,1,1
232,113.0,0.01,1,0
211,112.6,0.01,1,0
207,112.5,0.01,1,0
162,112.4,0.01,1,0
131,112.2,0.01,1,0
91,112.1,0.01,1,0
62,112.0,0.01,1,0
36,112.1,0.01,1,0
40,112.2,0.01,2,0
50,112.4,0.01,1,0
88,112.3,0.01,1,0
128,112.2,0.01,1,1
156,112.9,0.01,1,1
